county,state,year,ntop_ibs,nlocal_ibs,treatment,high_school_graduate_includes_equivalency,some_college_no_degree,married_couple_family,with_own_children_of_the_householder_under_18_years,male_householder_no_spouse/partner_present,female_householder_no_spouse/partner_present,foreign_born,native,females_15_years_and_over,males_15_years_and_over,american_indian_and_alaska_native,asian,black_or_african_american,native_hawaiian_and_other_pacific_islander,some_other_race,white,median_age_years,sex_ratio_males_per_100_females,mean_travel_time_to_work_minutes,unemployment_rate,per_capita_income_dollars,mean_household_income_dollars,median_household_income_dollars,mean_cash_public_assistance_income_dollars,mean_earnings_dollars,mean_retirement_income_dollars,mean_social_security_income_dollars,mean_supplemental_security_income_dollars,homeowner_vacancy_rate,average_household_size_of_owner_occupied_unit,average_household_size_of_renter_occupied_unit,median_rooms,moved_in_1979_and_earlier,moved_in_1980_to_1989,moved_in_1990_to_1999,moved_in_2000_to_2009,housing_units_with_a_mortgage,housing_units_without_a_mortgage,total_housing_units,10_to_19_units,1_unit_attached,1_unit_detached,2_units,20_or_more_units,3_or_4_units,5_to_9_units,boat_rv_van_etc_,mobile_home,average_household_size,state_full_x,accommodation_and_food_services,administrative_and_support_and_waste_management_and_remediation_services,arts_entertainment_and_recreation,durable_goods_manufacturing,educational_services,finance_and_insurance,health_care_and_social_assistance,management_of_companies_and_enterprises,nondurable_goods_manufacturing,professional_scientific_and_technical_services,real_estate_and_rental_and_leasing,agriculture_forestry_fishing_and_hunting,arts_entertainment_recreation_accommodation_and_food_services,construction,educational_services_health_care_and_social_assistance,finance_insurance_real_estate_rental_and_leasing,information,manufacturing,mining_quarrying_and_oil_and_gas_extraction,other_services_except_government_and_government_enterprises,professional_and_business_services,retail_trade,transportation_and_warehousing,utilities,wholesale_trade,private_industries,all_industry_total,government_and_government_enterprises,manufacturing_and_information,natural_resources_and_mining,private_goods_producing_industries_2/,private_services_providing_industries_3/,trade,transportation_and_utilities,popestimate,rnaturalinc,rnetmig,state_full_y,median_listing_price,active_listing_count,median_days_on_market,new_listing_count,price_increased_count,price_reduced_count,median_square_feet,average_listing_price,total_listing_count,pending_ratio,math_prof_pct,english_prof_pct,area_fips,annual_avg_estabs,annual_avg_emplvl,total_annual_wages,taxable_annual_wages,annual_contributions,annual_avg_wkly_wage,avg_annual_pay,move_post2010,educ_nohs,educ_further
portage,oh,2019,0.0,0.0,0.0,38.3,17.6,47.5,15.1,19.3,26.5,3.2,96.8,71109.0,67375.0,0.9,2.5,5.7,0.2,0.6,93.1,38.0,,26.9,,29177.0,74539.0,56679.0,1866.0,73890.0,24587.0,19313.0,10363.0,1.5,2.64,2.32,5.7,12.9,13.4,20.7,16.3,25068.0,16331.0,69753.0,5.5,5.6,64.3,3.2,4.4,2.9,6.7,0.0,7.5,2.64,,149491.0,87152.0,20419.0,608925.0,30970.0,137884.0,281059.0,122158.0,666059.0,215357.0,638079.0,0.0,170706.0,203791.0,311039.0,776408.0,114232.0,1275393.0,103789.0,119255.0,422728.0,418621.0,0.0,4531.0,570198.0,4657336.0,5589312.0,940769.0,1388986.0,0.0,0.0,0.0,987688.0,0.0,162466.0,-0.652371926,0.45542945770000004,,219400.0,370.0,85.5,136.0,0.0,72.0,1997.0,316715.0,517.0,0.3973,67.51011904761906,69.69270833333333,39133.0,3378.0,55116.0,2529440333.0,447005397.0,10467305.0,883.0,45893.0,36.8,8.1,36.1
portage,wi,2016,0.0,0.0,0.0,20.8,11.3,62.0,23.8,4.1,38.0,2718.0,95.6,36.1,38.7,3.0,2.3,70551.0,0.2,0.1,1.0,36.3,5.0,19.2,,27840.0,69242.0,53655.0,4078.0,67852.0,23719.0,21264.0,9539.0,1.3,2.58,1.99,5.5,9.4,7.3,16.5,25.1,11177.0,7948.0,30610.0,4.4,3.9,65.5,4.4,4.0,5.2,7.0,0.0,5.6,2.58,,82360.0,46406.0,9465.0,160712.0,9203.0,1088617.0,239891.0,45746.0,235969.0,135210.0,336998.0,116223.0,91819.0,78627.0,249138.0,1424825.0,30808.0,396707.0,10338.0,77028.0,227845.0,220178.0,173839.0,16091.0,170218.0,3291766.0,3683722.0,396565.0,427569.0,126023.0,608233.0,2682250.0,390407.0,190030.0,70451.0,2.3409069951,-3.319831738,,170050.0,312.0,66.0,48.0,0.0,56.0,1988.0,211762.0,315.0,0.0096,36.575,41.4125,55097.0,1699.0,33883.0,1404957915.0,370422554.0,9971515.0,797.0,41465.0,41.6,34.9,125.9
portage,wi,2019,0.0,0.0,0.0,33.6,15.6,45.5,15.7,19.2,23.3,3.7,96.3,30143.0,29580.0,0.7,3.5,1.5,0.1,1.7,94.2,37.0,,19.1,,33081.0,78508.0,56358.0,1725.0,78388.0,26951.0,21642.0,7327.0,0.2,2.52,1.9,5.7,14.5,12.5,18.2,13.8,12327.0,7803.0,31247.0,5.3,2.0,67.6,6.4,2.6,4.1,5.7,0.0,6.4,2.52,,79764.0,58991.0,10703.0,183796.0,9119.0,1156679.0,239513.0,37059.0,262480.0,174187.0,360302.0,0.0,90391.0,87262.0,248670.0,1516078.0,35619.0,446014.0,0.0,83750.0,271424.0,268984.0,181511.0,18325.0,159174.0,3583699.0,3957049.0,381433.0,481495.0,188669.0,715286.0,2870371.0,427158.0,199914.0,70772.0,2.1889254494,-3.2904492239999996,,179950.0,131.0,91.5,28.0,0.0,16.0,1889.0,226715.0,137.0,0.0458,39.204166666666666,41.3,55097.0,1801.0,33856.0,1540076782.0,392544081.0,6972778.0,875.0,45489.0,41.0,5.1,45.7
porter,in,2016,0.0,0.0,0.0,22.9,9.7,69.9,29.6,5.8,30.1,6436.0,95.5,27.6,32.3,9.4,6.3,167016.0,2.1,0.2,1.6,39.4,5.6,26.9,,31692.0,82284.0,66196.0,1770.0,84145.0,23661.0,18975.0,11701.0,1.0,2.65,2.43,6.0,7.3,7.0,15.4,29.0,33378.0,14732.0,67861.0,2.7,7.1,73.3,2.4,2.2,4.0,3.8,0.0,4.7,2.65,,175871.0,150811.0,27722.0,2050319.0,136108.0,161144.0,552521.0,36431.0,259763.0,226635.0,502859.0,0.0,203617.0,315993.0,688080.0,664966.0,123487.0,2313980.0,5741.0,175797.0,413055.0,403710.0,0.0,183783.0,327083.0,6056205.0,6487294.0,433126.0,2437164.0,0.0,0.0,0.0,730757.0,0.0,167475.0,2.0728236099,-1.1947110140000001,,244950.0,916.0,58.0,304.0,8.0,308.0,2188.0,315537.0,1117.0,0.2194,63.55555555555556,70.88425925925925,18127.0,3636.0,59269.0,2518196994.0,508361006.0,11709669.0,817.0,42488.0,41.3,38.9,117.39999999999999
porter,in,2019,0.0,0.0,0.0,38.0,19.4,53.6,21.7,16.3,19.2,3.5,96.5,71598.0,68817.0,0.6,1.9,4.7,0.2,1.6,93.3,39.5,,30.5,,36582.0,92719.0,72483.0,4278.0,94096.0,29669.0,22537.0,11786.0,0.9,2.67,2.2,5.9,12.6,13.1,20.6,14.7,33795.0,15244.0,69866.0,3.0,4.6,73.0,3.4,1.5,4.1,5.2,0.1,5.1,2.67,,171853.0,160911.0,25807.0,2351361.0,126985.0,159504.0,587933.0,48831.0,320247.0,249893.0,536350.0,0.0,197768.0,397416.0,713333.0,696072.0,144050.0,2681998.0,4437.0,173930.0,457739.0,446338.0,0.0,96908.0,337670.0,6571110.0,7038578.0,469614.0,2826352.0,0.0,0.0,0.0,782779.0,0.0,170389.0,-0.10003619,5.478452498999999,,277500.0,498.0,94.0,188.0,4.0,156.0,2262.5,343465.0,611.0,0.2269,52.56944444444444,54.13928571428571,18127.0,3738.0,61712.0,2850409646.0,557635918.0,10848956.0,888.0,46189.0,39.0,5.1,37.6
pottawatomie,ok,2016,0.0,0.0,0.0,25.1,8.4,67.4,27.1,5.4,32.6,808.0,98.2,26.4,30.4,4.8,4.1,71551.0,0.1,0.0,1.1,37.5,6.6,24.0,,20873.0,56177.0,41716.0,1916.0,56346.0,21320.0,17508.0,9021.0,3.0,2.75,2.6,5.3,7.6,8.1,12.7,24.0,9150.0,8594.0,29735.0,1.4,0.6,77.6,2.2,2.1,1.0,2.5,0.0,12.7,2.75,,150606.0,51227.0,3616.0,125187.0,41012.0,56959.0,172765.0,0.0,139962.0,0.0,216245.0,2156.0,154173.0,52282.0,213572.0,273831.0,60100.0,265076.0,99672.0,49241.0,114198.0,141574.0,32823.0,13181.0,63635.0,1574190.0,1937989.0,363180.0,323801.0,100432.0,450095.0,1113986.0,205166.0,45948.0,72001.0,0.4878728743,6.8162810148,,139049.0,275.0,58.0,84.0,4.0,80.0,1739.0,169118.0,276.0,0.0036,32.032270408163264,35.53303571428571,40125.0,1396.0,22981.0,767221256.0,325228800.0,2553633.0,642.0,33385.0,47.6,47.1,104.0
pottawatomie,ok,2019,0.0,0.0,0.0,37.0,23.2,51.6,20.0,16.5,25.7,1.0,99.0,30659.0,27654.0,18.4,1.0,4.4,0.2,0.7,80.3,37.7,,25.4,,26207.0,69393.0,53511.0,1494.0,66452.0,27677.0,17825.0,8528.0,1.4,2.75,2.63,5.5,14.8,12.8,19.1,20.1,9044.0,8855.0,29943.0,1.3,1.0,75.7,2.2,1.2,2.3,2.5,0.5,13.3,2.75,,156186.0,48252.0,4921.0,131818.0,0.0,61405.0,0.0,9168.0,172786.0,69503.0,231953.0,2765.0,160986.0,45930.0,0.0,294311.0,65883.0,304196.0,81991.0,51601.0,126247.0,141331.0,15419.0,0.0,51114.0,1605731.0,1990187.0,382946.0,368642.0,84105.0,476818.0,1122061.0,191606.0,0.0,72592.0,0.0689156128,1.0750835602,,138050.0,267.0,93.5,76.0,0.0,52.0,1718.0,174864.0,273.0,0.0225,28.69766156462585,34.789710884353745,40125.0,1433.0,22462.0,823517850.0,340278784.0,2962219.0,705.0,36663.0,33.1,11.3,28.5
pottawattamie,ia,2016,0.0,0.0,0.0,24.6,11.7,64.8,27.0,5.2,35.2,3132.0,95.8,26.7,36.2,7.2,6.1,93198.0,0.1,0.0,1.4,39.3,6.4,19.6,,30632.0,75890.0,55972.0,1853.0,80042.0,16992.0,19253.0,9227.0,0.6,2.63,2.32,5.7,8.7,6.2,12.1,27.0,15768.0,8173.0,39631.0,3.3,2.2,74.8,3.1,5.9,2.1,4.6,0.0,3.9,2.63,,262130.0,61434.0,11461.0,63416.0,13098.0,182482.0,317906.0,17217.0,400239.0,86485.0,452556.0,0.0,274266.0,152026.0,331011.0,635043.0,125366.0,464590.0,6765.0,68649.0,165005.0,296416.0,0.0,403435.0,222199.0,3562744.0,3983149.0,419695.0,584035.0,0.0,0.0,0.0,518633.0,0.0,93518.0,3.1109519406,-3.559955313,,149950.0,359.0,51.0,128.0,0.0,116.0,1748.0,230009.0,412.0,0.1476,77.01998299319727,75.6545918367347,19155.0,2557.0,38401.0,1495631535.0,691336022.0,10424432.0,749.0,38948.0,46.0,40.4,113.0
pottawattamie,ia,2019,0.0,0.0,0.0,31.7,23.3,46.8,13.6,17.5,25.9,3.9,96.1,38701.0,36545.0,1.1,1.3,2.5,0.1,2.3,94.9,39.7,,21.1,,29596.0,72350.0,60056.0,,72975.0,24918.0,20192.0,11699.0,0.5,2.51,2.29,5.7,14.1,12.9,20.0,16.1,15637.0,10305.0,40101.0,5.2,1.9,73.6,2.2,4.9,2.8,3.7,0.2,5.5,2.51,,274672.0,67949.0,18696.0,69587.0,12591.0,129737.0,320775.0,16820.0,466779.0,86831.0,448037.0,0.0,293639.0,229721.0,333345.0,575011.0,154536.0,537587.0,12875.0,72300.0,171666.0,296859.0,284932.0,0.0,0.0,3698712.0,4119417.0,420614.0,684127.0,0.0,0.0,0.0,0.0,0.0,93206.0,1.8126240146,-2.402531238,,173500.0,249.0,78.0,108.0,4.0,56.0,1678.0,269620.0,354.0,0.4217,73.0250850340136,73.9315476190476,19155.0,2570.0,40229.0,1769642703.0,825780977.0,11939815.0,846.0,43989.0,36.9,9.0,36.0
potter,tx,2016,0.0,0.0,1.0,22.0,6.8,66.6,34.2,4.9,33.4,21204.0,81.6,27.4,35.8,37.2,34.3,121883.0,0.4,0.3,3.7,33.3,8.3,18.5,,22033.0,60695.0,42305.0,3352.0,62889.0,24203.0,15986.0,7936.0,2.9,2.83,2.52,4.9,6.8,4.7,9.2,22.8,12305.0,11042.0,49789.0,4.8,1.8,68.1,3.9,7.0,2.8,5.6,0.1,5.9,2.83,,261201.0,146470.0,27996.0,299748.0,24612.0,443245.0,940582.0,67877.0,601148.0,357815.0,615066.0,23933.0,289208.0,269290.0,965073.0,1061336.0,218727.0,905566.0,211807.0,169907.0,572288.0,521254.0,330381.0,287671.0,493829.0,6329599.0,7463247.0,1132631.0,1121805.0,237460.0,1419289.0,4910080.0,1014905.0,617223.0,120632.0,5.646868179099999,-10.98782988,,164950.0,324.0,53.0,124.0,0.0,88.0,1791.0,225518.0,449.0,0.3858,80.79241071428572,75.65178571428572,48375.0,3997.0,79111.0,3369766870.0,654254950.0,9944376.0,819.0,42596.0,56.400000000000006,45.3,90.4
potter,tx,2019,0.0,3.0,1.0,31.5,23.4,37.4,15.7,24.9,31.8,14.2,85.8,44143.0,46431.0,1.5,6.0,11.5,0.3,3.1,80.7,33.9,,19.6,,20226.0,53195.0,37297.0,2478.0,55335.0,20485.0,16523.0,12065.0,2.0,2.82,2.15,4.9,10.3,9.4,15.5,15.4,11794.0,11735.0,50444.0,4.4,2.0,66.4,4.8,7.7,2.5,3.5,0.1,8.8,2.82,,228154.0,150691.0,33917.0,302260.0,25428.0,464804.0,895243.0,82829.0,896003.0,343822.0,724851.0,9102.0,261566.0,266792.0,920681.0,1189255.0,207989.0,1207934.0,157666.0,172255.0,575462.0,549021.0,320904.0,266282.0,438445.0,6585857.0,7717554.0,1132763.0,1423679.0,165510.0,1687805.0,4910936.0,985304.0,586628.0,117415.0,4.2858473866,-15.28844769,,168050.0,333.0,62.5,188.0,0.0,60.0,1847.5,283174.0,408.0,0.2252,49.6875,48.296875,48375.0,4030.0,77158.0,3637242491.0,648334864.0,7899732.0,907.0,47140.0,49.3,23.0,22.200000000000003
prince_george's,md,2016,0.0,0.0,0.0,22.4,5.6,64.5,26.9,6.4,35.5,201698.0,76.3,41.1,47.2,16.7,2.5,897693.0,0.7,0.2,10.1,36.1,6.7,37.0,,33974.0,93945.0,79184.0,2630.0,91253.0,36252.0,16803.0,9608.0,2.5,2.94,2.81,6.1,6.4,7.2,14.1,25.9,153413.0,33454.0,332569.0,13.1,16.1,50.8,0.6,9.8,1.7,7.5,0.0,0.4,2.94,,1269318.0,1154336.0,172409.0,481384.0,367249.0,692872.0,2259988.0,254843.0,527327.0,3153144.0,7230211.0,3897.0,1443002.0,2557416.0,2627784.0,7922060.0,1375440.0,1008424.0,18295.0,806747.0,4558408.0,2532714.0,780196.0,641594.0,1744909.0,28020309.0,40248921.0,12231252.0,2386562.0,21519.0,3593491.0,24420424.0,4277735.0,1418253.0,908501.0,7.186870763099999,-4.665239065,,299550.0,1821.0,44.0,964.0,84.0,580.0,1656.0,325699.0,2666.0,0.46399999999999997,23.375,27.75,24033.0,16015.0,312033.0,17249776531.0,2426582739.0,60644344.0,1063.0,55282.0,46.4,32.5,117.9
prince_george's,md,2019,0.0,0.0,0.0,25.9,20.5,38.8,14.8,18.3,37.0,23.6,76.4,389178.0,350194.0,1.2,5.0,64.8,0.2,13.7,18.6,37.1,,37.9,,37618.0,102569.0,86290.0,2776.0,98750.0,37923.0,17757.0,9603.0,1.3,2.89,2.7,6.1,11.2,12.0,22.6,15.5,160165.0,37919.0,335778.0,12.8,15.1,52.3,0.7,10.4,1.4,6.8,0.0,0.4,2.89,,1621976.0,1250181.0,162906.0,522362.0,408174.0,649993.0,2389262.0,285923.0,497837.0,3442568.0,7192505.0,4672.0,1788698.0,2641217.0,2799308.0,7837950.0,1391378.0,1019197.0,17642.0,848758.0,4972577.0,2666894.0,821298.0,729488.0,1786237.0,29329833.0,42073965.0,12747212.0,2414620.0,21630.0,3691177.0,25637214.0,4449308.0,1549291.0,909327.0,5.669217228,-5.980386444,,324950.0,1865.0,59.0,812.0,80.0,556.0,1662.0,347166.0,2406.0,0.2901,19.375,32.875,24033.0,16568.0,322168.0,19310364921.0,2571372733.0,46467393.0,1153.0,59939.0,38.8,13.4,40.3
providence,ri,2016,0.0,0.0,1.0,18.0,8.0,59.2,25.4,4.4,40.8,120525.0,78.0,38.0,43.7,21.0,1.3,631344.0,5.3,0.2,9.9,37.3,5.8,24.5,,28960.0,72289.0,52369.0,3497.0,77393.0,22568.0,16704.0,10055.0,2.4,2.81,2.32,5.0,8.8,6.6,11.1,24.8,83309.0,38914.0,263033.0,5.2,2.9,42.8,15.0,9.7,16.5,7.3,0.0,0.6,2.81,,808432.0,1104316.0,369081.0,1424499.0,1301769.0,3686869.0,3848309.0,1557554.0,745523.0,1886386.0,4586728.0,25921.0,1175981.0,1058340.0,5149677.0,8303111.0,1183571.0,2169014.0,32557.0,654791.0,4542571.0,1479943.0,382078.0,650752.0,1885788.0,28693748.0,32239142.0,3549743.0,3357606.0,58014.0,3285273.0,25405991.0,3365267.0,1033131.0,634922.0,2.7635261837000002,-0.908038267,,239950.0,1813.0,44.0,752.0,12.0,436.0,1488.0,311479.0,2318.0,0.2785,29.479864532019707,35.806882440476194,44007.0,17841.0,283429.0,15329042934.0,4428666384.0,149709440.0,1040.0,54084.0,48.8,37.4,114.9
providence,ri,2019,0.0,3.0,1.0,30.0,17.8,39.5,15.1,20.4,31.7,18.0,82.0,273254.0,257551.0,1.5,5.1,12.1,0.3,9.6,75.9,37.4,,25.8,,32399.0,80824.0,62994.0,2550.0,84887.0,23745.0,17858.0,10593.0,1.0,2.81,2.29,5.0,14.3,10.7,18.5,17.0,87207.0,44093.0,266824.0,3.6,3.1,42.4,15.1,11.8,18.0,5.6,0.0,0.4,2.81,,982619.0,1205928.0,267011.0,1296312.0,1372285.0,3581514.0,3792271.0,1403859.0,719700.0,2159878.0,4193983.0,18943.0,1256354.0,1122434.0,5167719.0,7815179.0,927731.0,2016655.0,26040.0,668997.0,4787108.0,1619802.0,411169.0,683402.0,1749919.0,28287407.0,32023231.0,3735802.0,2960410.0,44518.0,3201641.0,25083655.0,3363223.0,1095026.0,638931.0,2.3732565029,0.7461493365,,272550.0,1462.0,66.5,556.0,4.0,296.0,1497.0,341045.0,2242.0,0.5335,28.282700892857143,38.71416316526611,44007.0,18965.0,289328.0,16370485283.0,4884502655.0,118398045.0,1088.0,56581.0,39.5,13.8,38.4
pueblo,co,2016,0.0,0.0,1.0,26.1,12.4,60.6,23.8,5.4,39.4,3791.0,96.6,29.4,35.4,42.5,27.2,162158.0,1.1,0.2,13.0,38.8,6.0,21.4,,23420.0,59601.0,44677.0,4326.0,63363.0,23996.0,16739.0,10480.0,2.5,2.54,2.66,5.6,9.2,6.3,12.4,25.2,24849.0,15491.0,70286.0,1.4,3.0,77.4,1.0,6.2,3.2,1.9,0.1,5.8,2.54,,151525.0,176399.0,39640.0,433013.0,29098.0,124535.0,789610.0,36038.0,67541.0,231335.0,1036319.0,3533.0,191264.0,260143.0,818462.0,1160031.0,87290.0,499595.0,12003.0,126060.0,442693.0,470619.0,192410.0,543048.0,136666.0,4946817.0,5781630.0,835133.0,587635.0,15619.0,777949.0,4167062.0,607115.0,735553.0,164774.0,0.8725364574,9.9090853621,,199050.0,681.0,47.0,340.0,8.0,212.0,1907.0,261768.0,723.0,0.0617,25.09375,39.9375,8101.0,3184.0,59904.0,2407917122.0,573420067.0,13663308.0,773.0,40196.0,46.8,37.1,108.9
pueblo,co,2019,0.0,2.0,1.0,29.2,26.3,44.4,13.3,21.4,27.3,3.5,96.5,70757.0,67151.0,5.6,1.9,3.3,0.3,9.3,84.0,39.3,,21.9,,26778.0,66317.0,51276.0,2633.0,67430.0,25152.0,18629.0,11102.0,1.0,2.57,2.33,5.6,12.5,10.4,19.7,15.4,28705.0,15623.0,71897.0,2.9,2.9,75.9,2.0,4.0,2.4,3.1,0.0,6.8,2.57,,163103.0,183335.0,39877.0,533917.0,30141.0,112474.0,831110.0,44434.0,71237.0,281822.0,1257967.0,6565.0,203218.0,263032.0,860983.0,1364772.0,96874.0,602470.0,5052.0,135101.0,507223.0,521043.0,204807.0,475893.0,160649.0,5406239.0,6268022.0,863662.0,700415.0,12078.0,874556.0,4530152.0,681676.0,680411.0,168424.0,-0.15483287,6.1516290204,,250000.0,529.0,71.0,272.0,4.0,140.0,1930.0,350302.0,571.0,0.0794,24.53125,38.984375,8101.0,3546.0,62254.0,2808308278.0,673528098.0,12167568.0,868.0,45111.0,42.0,8.7,35.8
pulaski,ar,2016,0.0,0.0,1.0,24.4,6.7,60.8,26.1,4.5,39.2,20536.0,94.0,29.9,37.1,5.9,4.1,391806.0,0.3,0.1,1.7,36.5,6.9,19.9,,30403.0,72387.0,47387.0,2356.0,76012.0,24549.0,17455.0,8344.0,2.1,2.46,2.31,5.4,6.4,5.0,10.4,23.9,58135.0,32436.0,183282.0,6.3,1.8,65.3,3.0,7.4,4.0,7.6,0.0,4.5,2.46,,517366.0,744270.0,107429.0,1133282.0,300635.0,2268706.0,2572464.0,399219.0,627668.0,1651202.0,2104331.0,19468.0,624767.0,703260.0,2872927.0,4382852.0,1396996.0,1761456.0,172964.0,515469.0,2791657.0,1867014.0,811374.0,242656.0,2482628.0,20657245.0,25384138.0,4738216.0,3150443.0,190920.0,2663822.0,17990064.0,4348853.0,1053654.0,394151.0,4.6945198019,-3.206694705,,164850.0,2310.0,66.0,648.0,16.0,552.0,1820.0,235574.0,2773.0,0.2004,35.78081232492997,38.36904761904762,5119.0,14322.0,247493.0,11773608786.0,2360585995.0,47747440.0,915.0,47571.0,54.2,32.0,125.30000000000001
pulaski,ar,2019,0.0,3.0,1.0,26.2,22.4,39.2,13.5,18.9,35.8,5.5,94.5,167970.0,148113.0,1.1,2.9,38.3,0.1,2.3,58.2,37.2,,19.2,,32430.0,77462.0,52043.0,2803.0,77982.0,25840.0,19501.0,9639.0,1.8,2.55,2.26,5.4,9.3,10.2,17.3,18.0,59147.0,35998.0,186446.0,7.2,1.8,64.8,3.2,7.5,3.6,6.9,0.3,4.9,2.55,,726608.0,925636.0,111512.0,1075407.0,262258.0,2368914.0,2669614.0,686063.0,816500.0,1747101.0,2186764.0,23733.0,839798.0,727688.0,2928769.0,4569483.0,1152705.0,1895972.0,143558.0,506412.0,3340492.0,1767598.0,865153.0,260313.0,2368458.0,21481459.0,26139380.0,4678293.0,3074499.0,165620.0,2800247.0,18676786.0,4133315.0,1124974.0,391911.0,3.2456058656,-3.2200900960000003,,189500.0,1848.0,73.5,664.0,20.0,392.0,1877.5,259638.0,2182.0,0.1807,32.96432291666667,34.30694444444445,5119.0,14551.0,251743.0,12823657013.0,2152887761.0,30486202.0,980.0,50939.0,45.2,8.399999999999999,43.099999999999994
putnam,fl,2016,0.0,0.0,0.0,19.1,6.9,63.5,16.7,5.7,36.5,2724.0,94.6,21.8,30.5,9.5,6.1,72304.0,2.0,0.5,2.4,44.5,5.8,27.9,,19856.0,48699.0,38239.0,2607.0,48216.0,21432.0,18948.0,8562.0,5.5,2.42,2.83,5.3,6.0,8.0,16.6,31.1,7746.0,12574.0,36392.0,0.9,0.3,54.0,1.0,1.6,1.2,0.4,0.0,40.7,2.42,,41213.0,30772.0,2683.0,47788.0,5909.0,24239.0,141694.0,0.0,189359.0,0.0,318338.0,47764.0,43921.0,42607.0,147601.0,342461.0,15022.0,237118.0,20376.0,47916.0,85211.0,140393.0,35541.0,449621.0,31618.0,1677105.0,1953934.0,277150.0,252039.0,68007.0,343715.0,1334224.0,172002.0,484984.0,72373.0,-1.8293696990000001,7.8579743888,,162550.0,469.0,115.0,92.0,4.0,60.0,1634.0,231716.0,583.0,0.2431,42.25,38.75,12107.0,1410.0,16388.0,594048850.0,103799104.0,1391229.0,697.0,36249.0,38.2,52.2,94.9
putnam,fl,2019,0.0,0.0,0.0,39.0,21.6,39.9,10.6,22.1,29.7,4.7,95.3,31472.0,29820.0,1.0,0.9,17.3,0.1,0.7,82.0,45.1,,33.6,,22027.0,54394.0,42899.0,1512.0,56230.0,18622.0,18027.0,9645.0,2.4,2.39,2.35,5.6,9.2,12.1,23.9,18.5,9173.0,11123.0,37599.0,0.3,0.0,51.6,1.9,0.9,3.0,1.7,0.1,40.5,2.39,,44507.0,35155.0,3008.0,52344.0,4781.0,25114.0,138842.0,0.0,216293.0,0.0,397605.0,44840.0,47541.0,45357.0,143549.0,421955.0,15897.0,268519.0,15348.0,49645.0,98030.0,156619.0,53863.0,409026.0,32791.0,1797520.0,2066592.0,270160.0,284592.0,59563.0,373340.0,1424893.0,189232.0,462612.0,74521.0,-2.786677795,9.1677660806,,219900.0,300.0,101.5,76.0,4.0,88.0,1724.0,281163.0,376.0,0.2533,44.5,43.125,12107.0,1441.0,16382.0,644872239.0,107986942.0,594762.0,757.0,39365.0,36.3,17.6,21.8
putnam,ny,2016,0.0,0.0,0.0,13.6,10.5,74.6,28.1,3.9,25.4,13181.0,85.2,25.6,32.1,13.1,1.0,99408.0,4.8,0.3,3.3,43.4,4.5,40.0,,43309.0,122979.0,96992.0,1650.0,123816.0,31214.0,22396.0,16510.0,1.0,2.8,2.65,6.2,10.3,12.4,19.0,28.6,19010.0,8290.0,38328.0,0.9,7.3,77.4,5.1,2.5,4.0,2.3,0.0,0.6,2.8,,68095.0,75834.0,46858.0,0.0,54521.0,198873.0,386543.0,8656.0,0.0,170096.0,463981.0,0.0,115279.0,224479.0,440763.0,660418.0,175050.0,0.0,0.0,105729.0,257789.0,187266.0,0.0,15704.0,135758.0,2534852.0,3035486.0,501330.0,0.0,0.0,0.0,0.0,322940.0,0.0,98761.0,0.929546442,-5.243854385,,389950.0,911.0,74.0,192.0,8.0,172.0,2088.0,517207.0,955.0,0.0483,58.06845238095238,46.75892857142858,36079.0,3069.0,26157.0,1334776607.0,230314070.0,7945050.0,981.0,51029.0,29.799999999999997,28.4,136.1
putnam,ny,2019,0.0,0.0,0.0,26.4,20.8,57.3,26.0,14.6,23.3,14.1,85.9,41733.0,41593.0,0.7,2.9,4.0,0.1,6.2,88.7,44.2,,41.4,,48664.0,132523.0,106204.0,,127843.0,36831.0,22220.0,12758.0,3.0,2.9,2.35,6.1,18.2,18.6,29.1,10.0,18845.0,8466.0,38711.0,2.2,7.9,75.6,3.6,3.8,4.3,1.1,0.0,1.5,2.9,,70276.0,88299.0,57558.0,139614.0,51606.0,191020.0,357057.0,86826.0,73335.0,168255.0,540396.0,1987.0,127822.0,218323.0,408500.0,722667.0,223019.0,212728.0,5142.0,99934.0,341511.0,201978.0,33667.0,21436.0,137260.0,2749777.0,3247136.0,499044.0,434740.0,6169.0,433524.0,2315315.0,339177.0,54923.0,98320.0,0.1623261335,-5.194436272,,427500.0,531.0,104.5,132.0,4.0,68.0,2186.0,622917.0,569.0,0.0716,62.51190476190476,58.28869047619048,36079.0,3095.0,26343.0,1442511726.0,253858398.0,5077420.0,1053.0,54758.0,24.2,7.8,45.1
