county,state,year,ntop_ibs,nlocal_ibs,treatment,high_school_graduate_includes_equivalency,some_college_no_degree,married_couple_family,with_own_children_of_the_householder_under_18_years,male_householder_no_spouse/partner_present,female_householder_no_spouse/partner_present,foreign_born,native,females_15_years_and_over,males_15_years_and_over,american_indian_and_alaska_native,asian,black_or_african_american,native_hawaiian_and_other_pacific_islander,some_other_race,white,median_age_years,sex_ratio_males_per_100_females,mean_travel_time_to_work_minutes,unemployment_rate,per_capita_income_dollars,mean_household_income_dollars,median_household_income_dollars,mean_cash_public_assistance_income_dollars,mean_earnings_dollars,mean_retirement_income_dollars,mean_social_security_income_dollars,mean_supplemental_security_income_dollars,homeowner_vacancy_rate,average_household_size_of_owner_occupied_unit,average_household_size_of_renter_occupied_unit,median_rooms,moved_in_1979_and_earlier,moved_in_1980_to_1989,moved_in_1990_to_1999,moved_in_2000_to_2009,housing_units_with_a_mortgage,housing_units_without_a_mortgage,total_housing_units,10_to_19_units,1_unit_attached,1_unit_detached,2_units,20_or_more_units,3_or_4_units,5_to_9_units,boat_rv_van_etc_,mobile_home,average_household_size,state_full_x,accommodation_and_food_services,administrative_and_support_and_waste_management_and_remediation_services,arts_entertainment_and_recreation,durable_goods_manufacturing,educational_services,finance_and_insurance,health_care_and_social_assistance,management_of_companies_and_enterprises,nondurable_goods_manufacturing,professional_scientific_and_technical_services,real_estate_and_rental_and_leasing,agriculture_forestry_fishing_and_hunting,arts_entertainment_recreation_accommodation_and_food_services,construction,educational_services_health_care_and_social_assistance,finance_insurance_real_estate_rental_and_leasing,information,manufacturing,mining_quarrying_and_oil_and_gas_extraction,other_services_except_government_and_government_enterprises,professional_and_business_services,retail_trade,transportation_and_warehousing,utilities,wholesale_trade,private_industries,all_industry_total,government_and_government_enterprises,manufacturing_and_information,natural_resources_and_mining,private_goods_producing_industries_2/,private_services_providing_industries_3/,trade,transportation_and_utilities,popestimate,rnaturalinc,rnetmig,state_full_y,median_listing_price,active_listing_count,median_days_on_market,new_listing_count,price_increased_count,price_reduced_count,median_square_feet,average_listing_price,total_listing_count,pending_ratio,math_prof_pct,english_prof_pct,area_fips,annual_avg_estabs,annual_avg_emplvl,total_annual_wages,taxable_annual_wages,annual_contributions,annual_avg_wkly_wage,avg_annual_pay,move_post2010,educ_nohs,educ_further
ada,id,2016,0.0,0.0,1.0,23.5,11.1,63.7,26.8,3.6,36.3,24464.0,93.7,27.2,31.6,7.7,6.2,425798.0,0.2,0.0,1.7,36.1,6.2,21.2,,32174.0,81878.0,61301.0,2267.0,84149.0,21889.0,20107.0,10285.0,1.0,2.75,2.32,5.8,2.6,3.4,9.6,34.0,84049.0,30035.0,174805.0,2.1,4.1,74.3,1.4,6.2,5.1,2.5,0.1,4.3,2.75,,625329.0,959609.0,181889.0,2408289.0,145736.0,1297494.0,2467790.0,377713.0,431769.0,1493442.0,2442776.0,128560.0,806953.0,1441105.0,2612670.0,3741880.0,664209.0,2848002.0,83133.0,383339.0,2832973.0,1851683.0,436519.0,159128.0,1951089.0,19973140.0,22543391.0,2577978.0,3511956.0,210893.0,4534316.0,15439037.0,3804340.0,594458.0,444486.0,4.7780356255,21.621978964,,279950.0,2316.0,43.0,1144.0,56.0,780.0,2214.0,352979.0,2375.0,0.0255,45.75847069597069,57.35331632653061,16001.0,14927.0,226196.0,10408917456.0,4876201171.0,56513290.0,885.0,46017.0,50.5,26.0,133.3
ada,id,2019,0.0,2.0,1.0,19.8,24.9,53.5,22.5,17.9,23.4,6.2,93.8,194561.0,195934.0,1.6,4.1,2.0,0.4,1.8,93.7,37.0,,21.4,,37297.0,96684.0,72021.0,2372.0,94652.0,25828.0,21056.0,10376.0,1.2,2.6,2.45,6.0,6.5,8.0,17.5,18.5,93127.0,38134.0,192646.0,3.0,5.2,73.6,1.5,5.1,5.0,2.8,0.1,3.7,2.6,,775120.0,1138959.0,235778.0,3549341.0,185882.0,1525005.0,2643658.0,681895.0,486411.0,1980378.0,2631989.0,143410.0,1009999.0,1480534.0,2830326.0,4167251.0,774284.0,4027469.0,22368.0,478312.0,3782088.0,2115954.0,543841.0,159159.0,2102844.0,23589780.0,26471383.0,2896796.0,4807273.0,158285.0,5655281.0,17946556.0,4216544.0,702258.0,481587.0,4.0511347913,22.814728453,,377292.5,1564.0,56.0,732.0,60.0,580.0,2256.5,470913.0,1588.0,0.0153,42.85664682539683,57.03240740740742,16001.0,16442.0,252953.0,13145798823.0,6155560788.0,42858366.0,999.0,51969.0,49.4,5.199999999999999,50.099999999999994
adams,co,2016,0.0,0.0,1.0,21.7,9.0,70.3,35.8,7.8,29.7,78094.0,83.3,28.9,37.1,38.9,32.3,479977.0,0.5,0.2,6.2,33.3,7.7,28.3,,27873.0,80680.0,66033.0,2830.0,79645.0,24070.0,18342.0,10603.0,0.8,3.07,2.95,5.8,4.5,4.0,9.2,26.0,82176.0,23903.0,168792.0,7.2,7.7,62.9,0.9,8.6,2.9,4.0,0.1,5.8,3.07,,517954.0,754713.0,98886.0,912521.0,72570.0,324472.0,1296043.0,201470.0,2260058.0,788180.0,2979793.0,53360.0,616379.0,2135210.0,1366885.0,3302430.0,646950.0,3144041.0,124881.0,544131.0,1743514.0,1381496.0,1369636.0,302951.0,2562258.0,19359703.0,22860164.0,3503008.0,3782871.0,177599.0,5542449.0,13845244.0,3944288.0,1671619.0,497734.0,8.64622431,6.083930307999999,,380050.0,709.0,24.0,792.0,56.0,308.0,3007.0,416290.0,886.0,0.2496,21.781655844155843,30.25,8001.0,10394.0,198368.0,10155935204.0,2256437041.0,50351378.0,985.0,51197.0,56.3,38.5,105.69999999999999
adams,co,2019,0.0,15.0,1.0,29.8,21.0,51.8,23.7,19.1,22.1,15.6,84.4,200612.0,204731.0,2.9,5.0,4.6,0.3,6.4,85.5,33.8,,30.5,,31811.0,91713.0,75804.0,3139.0,89337.0,26379.0,19360.0,9042.0,1.0,3.04,2.87,5.7,7.5,8.5,21.1,17.2,87400.0,29658.0,178517.0,6.3,8.2,63.4,1.1,7.6,2.2,4.9,0.0,6.4,3.04,,625578.0,932801.0,134128.0,978949.0,65654.0,333794.0,1442781.0,263187.0,2639104.0,952939.0,3239542.0,113635.0,758469.0,2223214.0,1505815.0,3568909.0,820522.0,3567631.0,549515.0,599788.0,2146971.0,1506869.0,1741397.0,283836.0,2745804.0,22067093.0,26546174.0,4457796.0,4384917.0,665391.0,6413271.0,15681475.0,4248757.0,2027300.0,517421.0,6.9383490073,4.8348764307,,425045.0,903.0,51.5,752.0,44.0,368.0,2730.5,460707.0,1677.0,0.8571,23.689123376623375,37.15909090909091,8001.0,11630.0,225848.0,12791723211.0,2796570574.0,43959576.0,1089.0,56639.0,45.7,15.1,34.0
adams,il,2016,0.0,0.0,0.0,24.3,7.3,67.3,27.8,4.4,32.7,819.0,98.6,22.6,29.1,1.4,1.0,66949.0,0.1,0.0,0.6,41.1,6.1,17.3,,29376.0,70474.0,51624.0,,72186.0,20861.0,19975.0,12182.0,1.0,2.46,2.17,5.8,9.9,6.5,13.3,28.3,11196.0,8459.0,30017.0,0.9,3.5,77.1,3.5,2.4,5.4,2.4,0.0,4.8,2.46,,74565.0,95712.0,19659.0,532675.0,29277.0,233606.0,398837.0,45973.0,184418.0,71710.0,455434.0,110600.0,94039.0,110770.0,427885.0,688847.0,83212.0,717447.0,42068.0,75571.0,213926.0,254814.0,80389.0,13207.0,251281.0,3145985.0,3398291.0,253152.0,797978.0,148256.0,964374.0,2181578.0,506103.0,93427.0,66475.0,0.555097142,-5.926037056,,120050.0,331.0,71.0,84.0,0.0,76.0,1580.0,169841.0,335.0,0.0121,27.395833333333336,32.6625,17001.0,1812.0,32322.0,1280316309.0,324915693.0,7342135.0,762.0,39612.0,41.9,41.300000000000004,117.0
adams,il,2019,0.0,0.0,0.0,37.2,20.8,51.0,16.2,15.6,25.2,1.2,98.8,27367.0,25738.0,0.6,1.2,5.2,0.0,0.2,94.3,41.5,,17.2,,30245.0,70658.0,55727.0,2439.0,70755.0,25084.0,17770.0,9691.0,1.1,2.52,2.0,5.8,15.5,14.0,22.4,15.0,11405.0,8013.0,30255.0,0.3,3.4,74.9,3.9,5.2,3.9,2.6,0.1,5.8,2.52,,71310.0,109742.0,20095.0,382909.0,24942.0,234718.0,456342.0,54469.0,151468.0,68404.0,502024.0,144027.0,91159.0,118691.0,480535.0,734924.0,84354.0,534531.0,42693.0,83900.0,232857.0,256192.0,80559.0,14040.0,239805.0,3100976.0,3355565.0,255348.0,613135.0,178998.0,804821.0,2298685.0,495600.0,94381.0,65435.0,-1.12927101,-1.724427353,,128175.0,270.0,94.5,52.0,0.0,52.0,1563.5,160183.0,274.0,0.0148,26.657142857142855,32.2625,17001.0,1739.0,32763.0,1435504230.0,330421791.0,5759933.0,843.0,43814.0,33.1,8.9,33.1
adams,pa,2016,0.0,0.0,0.0,15.7,8.7,68.8,23.3,3.4,31.2,4476.0,95.0,23.5,30.2,6.6,4.6,101759.0,0.9,0.1,4.1,43.1,5.1,28.9,,28404.0,72296.0,59300.0,3943.0,72661.0,26459.0,20682.0,9926.0,0.5,2.57,2.58,6.0,11.8,8.7,19.2,26.6,18501.0,11219.0,41612.0,1.1,7.4,74.6,3.0,1.8,4.0,2.8,0.0,5.3,2.57,,119584.0,47031.0,30861.0,204500.0,0.0,75358.0,0.0,73775.0,637287.0,92914.0,377210.0,83847.0,150392.0,152515.0,383097.0,453319.0,63619.0,842209.0,73284.0,91285.0,213832.0,187709.0,142011.0,183813.0,45210.0,3063134.0,3426247.0,363468.0,915089.0,158046.0,1139420.0,1922239.0,232820.0,325631.0,101911.0,-0.51050712,1.5609736941999999,,205050.0,810.0,66.0,184.0,8.0,160.0,1876.0,255440.0,887.0,0.0951,48.53125,63.21875,42001.0,2156.0,34550.0,1350462053.0,275040483.0,14956695.0,752.0,39087.0,33.7,49.0,108.30000000000001
adams,pa,2019,0.0,0.0,0.0,42.6,17.1,56.4,18.0,16.2,21.9,4.1,95.9,44663.0,42245.0,0.6,1.1,2.5,0.0,3.2,94.9,43.9,,27.8,,32927.0,84262.0,67715.0,2913.0,81386.0,26127.0,20330.0,10048.0,0.1,2.59,2.41,6.1,19.2,14.0,24.4,14.1,18058.0,12277.0,42760.0,0.8,9.7,72.1,3.0,1.2,3.3,3.0,0.0,6.9,2.59,,127883.0,50682.0,30929.0,240692.0,94988.0,68082.0,314965.0,89245.0,653400.0,80444.0,404620.0,46642.0,158843.0,160563.0,409332.0,471906.0,67492.0,894710.0,41841.0,93541.0,219656.0,198470.0,150132.0,199869.0,37380.0,3166593.0,3540312.0,374003.0,972031.0,88889.0,1150084.0,2014629.0,235236.0,349776.0,103009.0,-0.5143858179999999,0.0388215712,,229500.0,295.0,101.5,100.0,4.0,68.0,1938.0,271255.0,311.0,0.0542,46.68125,63.296875,42001.0,2187.0,35152.0,1524141876.0,300865813.0,13404575.0,834.0,43359.0,28.3,10.9,29.5
aiken,sc,2016,0.0,0.0,0.0,21.3,7.9,68.6,27.9,4.9,31.4,8610.0,94.2,25.6,28.0,5.4,3.7,165146.0,0.5,0.1,1.9,40.8,5.8,26.6,,25402.0,61156.0,45945.0,1514.0,62986.0,27889.0,19504.0,8387.0,1.2,2.4,2.63,5.9,8.3,6.8,14.1,27.1,26768.0,19877.0,75016.0,1.5,2.8,67.7,1.8,1.8,2.1,2.7,0.0,19.6,2.4,,140572.0,1070940.0,34881.0,490701.0,11769.0,164441.0,344292.0,11678.0,632632.0,443228.0,629782.0,39840.0,175549.0,342968.0,356103.0,793377.0,98628.0,1124766.0,28432.0,115464.0,1525509.0,392679.0,119027.0,132401.0,157940.0,5395035.0,5958661.0,564116.0,1220826.0,69830.0,1529465.0,3865044.0,550589.0,251675.0,167172.0,1.6583548638999999,7.2883494562,,200050.0,1463.0,107.0,216.0,24.0,236.0,2195.0,278979.0,1464.0,0.0007,39.8125,42.9375,45003.0,2835.0,58966.0,2826227477.0,744422146.0,12258216.0,922.0,47930.0,43.8,42.400000000000006,108.7
aiken,sc,2019,0.0,0.0,0.0,30.9,20.2,48.5,17.3,16.9,29.6,3.8,96.2,74465.0,65150.0,1.1,1.4,26.2,0.1,0.9,72.8,41.0,,24.5,,29010.0,70238.0,55634.0,2616.0,71590.0,25534.0,20603.0,9589.0,2.2,2.56,2.2,6.0,13.6,13.4,23.7,12.6,31230.0,21016.0,78524.0,0.9,4.4,70.5,1.7,0.9,2.0,2.7,0.0,16.9,2.56,,144143.0,1095107.0,38859.0,484277.0,9962.0,177678.0,375129.0,22837.0,726487.0,310719.0,688792.0,37536.0,182936.0,463949.0,384954.0,865248.0,145508.0,1210896.0,31154.0,128780.0,1437059.0,426729.0,143035.0,103538.0,150677.0,5707243.0,6262564.0,556071.0,1347332.0,69553.0,1748789.0,3958001.0,576810.0,248078.0,170872.0,0.0352608273,8.298048019400001,,230000.0,1020.0,117.0,256.0,20.0,168.0,2202.5,312108.0,1021.0,0.001,43.75,49.6875,45003.0,3086.0,61475.0,3133069720.0,798179480.0,10610437.0,980.0,50965.0,36.6,9.9,39.1
alachua,fl,2016,0.0,0.0,1.0,17.7,10.5,48.3,18.6,2.9,51.7,28796.0,87.1,47.0,51.6,9.0,1.3,256581.0,2.6,1.8,1.4,31.0,5.5,22.6,,25175.0,63144.0,45304.0,3438.0,63708.0,25787.0,19282.0,11103.0,4.1,2.59,2.64,5.0,4.1,6.3,10.9,20.6,27374.0,22330.0,115533.0,8.1,5.4,49.8,2.4,12.5,5.4,7.5,0.0,9.0,2.59,,373027.0,258433.0,110296.0,336769.0,87359.0,601346.0,1546087.0,97259.0,110543.0,603798.0,1675135.0,92908.0,483936.0,414618.0,1633278.0,2276788.0,333331.0,447521.0,8113.0,218627.0,960324.0,717975.0,180359.0,142837.0,437226.0,8345874.0,11853344.0,3516863.0,776397.0,101746.0,966515.0,7377874.0,1155290.0,321302.0,263959.0,3.8928435539999997,14.829516014000001,,219950.0,1293.0,77.0,320.0,32.0,304.0,1828.0,290896.0,1598.0,0.2359,60.53125,62.03125,12001.0,7010.0,126846.0,5613847643.0,662919716.0,8185693.0,851.0,44257.0,58.099999999999994,28.799999999999997,130.7
alachua,fl,2019,0.0,2.0,1.0,19.9,16.3,37.3,12.8,22.5,31.6,10.7,89.3,120196.0,107898.0,0.9,7.1,22.0,0.2,1.6,71.9,31.6,,21.6,,29573.0,73143.0,49534.0,1595.0,73616.0,28904.0,20741.0,8507.0,2.6,2.72,2.17,5.2,8.0,7.8,16.6,13.4,32083.0,23571.0,120226.0,9.9,3.9,51.2,2.0,10.7,7.4,7.4,0.1,7.5,2.72,,376328.0,307465.0,124697.0,369321.0,90352.0,654407.0,1739154.0,91433.0,122906.0,747306.0,1862870.0,89624.0,501248.0,363610.0,1828888.0,2517547.0,422648.0,492406.0,9636.0,227160.0,1148309.0,816266.0,193954.0,147831.0,495562.0,9226950.0,12914477.0,3703199.0,903476.0,100170.0,953812.0,8274446.0,1312270.0,339582.0,269043.0,2.5804340632,-1.87397517,,250000.0,948.0,91.5,360.0,40.0,220.0,1825.5,313964.0,958.0,0.0105,61.21875,65.21875,12001.0,7477.0,134190.0,6590908361.0,749791821.0,4398235.0,945.0,49116.0,54.099999999999994,6.2,57.599999999999994
alamance,nc,2016,0.0,0.0,0.0,26.4,11.8,64.9,28.5,4.3,35.1,13257.0,91.1,28.9,36.3,12.1,8.7,156372.0,0.8,0.2,6.5,39.6,5.9,23.7,,24888.0,60609.0,45100.0,1922.0,59690.0,20361.0,18231.0,8686.0,0.8,2.39,2.44,5.4,10.1,7.1,12.5,25.1,26004.0,15015.0,69164.0,3.4,3.8,66.7,2.5,2.8,3.5,5.1,0.0,12.0,2.39,,176593.0,162189.0,25440.0,581972.0,173281.0,260303.0,763034.0,65477.0,615689.0,142965.0,718857.0,0.0,201982.0,183887.0,936668.0,980027.0,79959.0,1197965.0,0.0,137850.0,370648.0,430630.0,79664.0,0.0,294066.0,4915631.0,5337591.0,422204.0,1277910.0,0.0,0.0,0.0,724560.0,0.0,160283.0,0.7941510146999999,19.557544435,,177650.0,1137.0,74.0,308.0,12.0,268.0,1384.0,226655.0,1251.0,0.1003,53.46354166666667,57.84895833333333,37001.0,3361.0,59624.0,2306255393.0,990431048.0,15218882.0,744.0,38680.0,45.2,34.5,108.7
alamance,nc,2019,0.0,0.0,0.0,30.3,20.6,49.2,18.9,14.4,29.6,8.6,91.4,74951.0,63621.0,1.2,1.9,21.0,0.1,6.7,71.8,39.1,,24.8,,28330.0,71555.0,58490.0,2900.0,74183.0,19790.0,19698.0,13169.0,0.5,2.71,2.26,5.3,14.6,9.9,20.9,14.7,27004.0,17063.0,72814.0,3.1,3.7,67.2,1.6,3.7,4.0,5.4,0.0,11.3,2.71,,182656.0,163544.0,27490.0,523163.0,178674.0,261115.0,830894.0,80079.0,657445.0,176273.0,775009.0,5250.0,210016.0,217175.0,1009276.0,1035235.0,74331.0,1181265.0,6847.0,145640.0,419150.0,484689.0,78728.0,13332.0,291983.0,5173302.0,5623983.0,450944.0,1256265.0,12260.0,1416980.0,3757754.0,775214.0,91284.0,169509.0,1.9641512635,15.802489711,,244482.0,728.0,91.5,268.0,28.0,120.0,2047.0,271938.0,811.0,0.114,46.213541666666664,53.45089285714286,37001.0,3587.0,62633.0,2646040217.0,1148110094.0,5638707.0,812.0,42247.0,39.9,12.7,36.3
alameda,ca,2016,0.0,0.0,1.0,18.3,6.5,67.0,30.7,4.8,33.0,541183.0,65.6,33.9,38.9,22.6,16.8,1605217.0,0.7,0.2,10.1,37.2,6.1,33.6,,42376.0,117667.0,89979.0,3979.0,119709.0,32005.0,18417.0,9773.0,1.0,2.95,2.68,4.8,6.6,6.2,12.2,25.3,221101.0,77795.0,599780.0,4.9,8.7,52.3,3.6,17.1,6.7,5.4,0.0,1.3,2.95,,2807488.0,3052559.0,1434155.0,10304939.0,1179040.0,4238090.0,9302511.0,2544820.0,3924215.0,13434261.0,17406360.0,120548.0,4239286.0,4921452.0,10480356.0,21709865.0,8993080.0,14159239.0,90495.0,2104476.0,19058299.0,6410838.0,3228520.0,407259.0,8143943.0,103965564.0,117516318.0,13574787.0,23066176.0,209674.0,19276372.0,84671196.0,14553710.0,3645120.0,1650950.0,6.047199076699999,3.9896660709,,740050.0,2026.0,26.0,1732.0,64.0,440.0,1605.0,903324.0,3913.0,0.9314,48.17230576441103,53.85197368421053,6001.0,60608.0,751599.0,53035088461.0,5533631801.0,257275895.0,1357.0,70563.0,49.7,23.1,133.10000000000002
alameda,ca,2019,0.0,3.0,1.0,17.3,15.5,50.5,22.8,17.9,25.6,32.4,67.6,709147.0,677435.0,1.6,33.7,12.5,1.6,12.3,45.5,37.6,,35.6,,51727.0,141427.0,108322.0,4295.0,145394.0,37361.0,19217.0,10008.0,1.0,2.95,2.63,4.7,10.8,10.3,19.9,19.7,223316.0,87210.0,622957.0,5.2,8.1,52.2,3.8,17.1,6.7,5.5,0.0,1.2,2.95,,3091224.0,3534308.0,1580174.0,13087568.0,1165629.0,4731403.0,9487964.0,3465394.0,3567395.0,15192034.0,18634605.0,119757.0,4668679.0,5927068.0,10649043.0,23441617.0,11246403.0,16467748.0,53759.0,2346756.0,22195194.0,7035925.0,3688411.0,458770.0,8154919.0,116110733.0,129708807.0,13689162.0,27539511.0,171096.0,22605242.0,93461684.0,15168011.0,4158124.0,1671329.0,4.60383723,-1.8489643009999999,,791050.0,1240.0,43.5,1244.0,28.0,224.0,1472.0,955063.0,2054.0,0.6565,39.739396258503405,48.4339699074074,6001.0,65435.0,793213.0,63132769266.0,6007588891.0,245782887.0,1531.0,79591.0,39.3,10.4,56.8
albany,ny,2016,0.0,0.0,0.0,14.8,11.3,55.2,23.9,3.5,44.8,33003.0,87.9,39.4,43.6,5.6,0.5,307891.0,3.0,0.2,1.8,37.8,5.0,19.9,,34857.0,83464.0,61754.0,3545.0,83895.0,29960.0,19754.0,10511.0,2.2,2.61,1.99,5.6,8.9,7.6,12.3,23.1,44269.0,23949.0,139522.0,4.0,4.2,48.5,16.5,8.8,11.0,5.3,0.0,1.6,2.61,,536912.0,563017.0,100492.0,579258.0,803583.0,3902650.0,2262142.0,474363.0,709239.0,2245600.0,2730939.0,20829.0,637215.0,763686.0,3066610.0,6644364.0,1487423.0,1288492.0,64956.0,501929.0,3282902.0,1604039.0,564537.0,702316.0,1309755.0,21901459.0,28193318.0,6310364.0,2761646.0,84998.0,2120508.0,19789295.0,2913740.0,1268069.0,307597.0,1.4470838821,-0.89426532,,234950.0,1229.0,78.0,316.0,8.0,308.0,1744.0,301009.0,2012.0,0.6371,55.98878205128206,53.11309523809524,36001.0,10258.0,232495.0,12884610996.0,1613320384.0,55698810.0,1066.0,55419.0,48.2,28.799999999999997,134.2
albany,ny,2019,0.0,0.0,0.0,21.3,14.6,40.8,14.7,19.9,30.8,10.2,89.8,135866.0,123683.0,1.0,7.5,15.2,0.1,1.7,79.0,37.8,,21.4,,38494.0,91080.0,69953.0,2300.0,91119.0,34348.0,20616.0,9589.0,2.0,2.51,1.89,5.6,14.4,10.7,21.6,13.6,48183.0,26146.0,142884.0,4.8,4.5,48.3,15.6,10.2,9.2,6.0,0.0,1.3,2.51,,517756.0,661005.0,96993.0,600673.0,819049.0,4225437.0,2431061.0,481121.0,582612.0,2299857.0,3093659.0,46140.0,614582.0,826615.0,3249216.0,7325575.0,1798624.0,1183382.0,104801.0,527706.0,3446621.0,1536783.0,555441.0,572643.0,1231607.0,22954923.0,29266237.0,6337188.0,2925372.0,146578.0,2131722.0,20837666.0,2767543.0,1129898.0,305506.0,0.8103370251,-4.332689094,,280000.0,879.0,94.5,296.0,8.0,168.0,1793.5,326591.0,1326.0,0.5085,60.31377551020408,56.069515306122454,36001.0,10367.0,233562.0,14118632932.0,1775786222.0,40012380.0,1162.0,60449.0,39.7,8.0,56.099999999999994
allegan,mi,2016,0.0,0.0,0.0,21.8,9.7,73.4,30.0,5.2,26.6,3485.0,96.0,21.8,27.4,7.1,5.8,113666.0,0.6,0.1,1.4,40.0,6.3,22.7,,26164.0,69842.0,57846.0,1334.0,68788.0,20958.0,20755.0,9371.0,2.2,2.79,2.37,6.1,11.9,7.6,17.7,26.8,21037.0,14211.0,50276.0,1.8,3.2,75.9,2.0,0.7,1.7,2.1,0.0,12.6,2.79,,81325.0,107221.0,16719.0,626469.0,11683.0,62610.0,117970.0,58229.0,821459.0,85172.0,400876.0,211643.0,98031.0,207817.0,129705.0,463917.0,15565.0,1448854.0,10365.0,99529.0,249674.0,211843.0,96238.0,20873.0,248629.0,3490999.0,3839036.0,348787.0,1464597.0,228595.0,1857846.0,1632788.0,460682.0,117011.0,114979.0,3.7888873854000003,3.8325381617,,249950.0,521.0,64.0,160.0,8.0,140.0,1930.0,493513.0,523.0,0.0038,41.34166666666667,52.645833333333336,26005.0,2159.0,38155.0,1702927107.0,337812366.0,10918454.0,858.0,44632.0,36.1,42.3,112.7
allegan,mi,2019,0.0,0.0,0.0,41.5,19.5,59.3,20.3,13.4,20.7,2.8,97.2,47840.0,47010.0,1.4,1.0,2.3,0.1,1.9,96.0,39.8,,23.2,,29656.0,78236.0,66278.0,2185.0,78529.0,20023.0,23176.0,9689.0,1.1,2.73,2.44,6.1,15.3,13.8,17.8,19.3,21235.0,13775.0,51989.0,2.1,3.2,79.2,1.7,0.8,1.6,1.6,0.2,9.6,2.73,,76446.0,89859.0,20746.0,701000.0,12047.0,56100.0,111956.0,57499.0,864088.0,108239.0,464364.0,115344.0,96904.0,225779.0,124114.0,519980.0,15410.0,1564970.0,7746.0,105908.0,253543.0,228831.0,111889.0,21033.0,236200.0,3642803.0,4022455.0,379904.0,1580751.0,125195.0,1928126.0,1714477.0,464274.0,132949.0,118081.0,3.060521819,4.7013015719,,267500.0,245.0,89.5,80.0,0.0,40.0,1842.0,403274.0,248.0,0.0122,41.47083333333333,48.73529411764706,26005.0,2376.0,40196.0,1969237743.0,361948285.0,9925506.0,942.0,48991.0,33.8,7.8,31.1
allegany,md,2016,0.0,0.0,0.0,20.2,11.9,61.2,19.6,4.6,38.8,1095.0,97.6,27.2,43.3,1.7,0.5,73060.0,0.5,0.1,0.4,41.6,4.6,21.4,,21920.0,55306.0,45606.0,2933.0,56425.0,20266.0,19828.0,9888.0,4.0,2.37,2.23,6.0,15.4,10.9,14.0,22.8,10766.0,8030.0,33115.0,1.2,9.0,70.4,3.4,2.2,4.6,7.1,0.0,2.1,2.37,,112301.0,50567.0,9192.0,118736.0,16293.0,71949.0,407328.0,0.0,157952.0,0.0,593038.0,1476.0,121507.0,62370.0,423413.0,665222.0,93691.0,276496.0,39230.0,56033.0,0.0,206540.0,0.0,153643.0,58646.0,2384270.0,2880255.0,496733.0,370286.0,40764.0,382584.0,2001623.0,265164.0,0.0,72053.0,-3.653599972,-1.9790333180000002,,115550.0,491.0,113.0,84.0,0.0,100.0,1524.0,134460.0,500.0,0.0183,42.375,37.75,24001.0,1599.0,29312.0,1091094958.0,220613549.0,5072547.0,716.0,37224.0,36.9,47.300000000000004,108.7
allegany,md,2019,0.0,0.0,0.0,43.2,16.1,39.3,10.2,21.5,29.6,2.0,98.0,28513.0,31826.0,0.6,1.4,9.7,0.1,0.5,90.3,41.7,,23.7,,23095.0,59856.0,48867.0,2300.0,66599.0,21984.0,18557.0,9415.0,1.3,2.54,1.87,5.8,22.3,10.7,23.2,12.8,10550.0,7626.0,32734.0,2.8,7.2,69.3,4.8,5.9,3.2,3.0,0.0,3.8,2.54,,119918.0,50574.0,7471.0,117559.0,15753.0,74237.0,421946.0,17591.0,129469.0,51250.0,662643.0,0.0,127538.0,70326.0,437426.0,736294.0,94706.0,246899.0,27001.0,57782.0,118471.0,228003.0,0.0,130455.0,61791.0,2438522.0,2921129.0,483958.0,339588.0,0.0,0.0,0.0,289877.0,0.0,70416.0,-3.310766358,-4.103086511,,106500.0,371.0,128.0,56.0,0.0,64.0,1567.5,129605.0,389.0,0.0485,40.875,49.875,24001.0,1554.0,28872.0,1164564934.0,226028864.0,3924351.0,776.0,40335.0,30.9,10.1,30.799999999999997
allegheny,pa,2016,0.0,0.0,1.0,16.1,9.4,55.9,21.5,3.6,44.1,69565.0,93.5,33.9,39.7,1.9,0.6,1230360.0,0.5,0.1,0.6,40.8,5.3,26.9,,34440.0,78027.0,56140.0,1959.0,82720.0,20693.0,18791.0,9712.0,1.6,2.43,1.92,5.8,13.5,8.2,13.2,23.2,204942.0,134067.0,592265.0,4.0,10.7,62.0,4.9,8.8,4.7,4.2,0.0,0.7,2.43,,1852518.0,2058679.0,1797933.0,3812506.0,3075657.0,7566469.0,9085510.0,4363213.0,1848173.0,8927986.0,9801795.0,8180.0,3648927.0,3031979.0,12155530.0,17387758.0,5231115.0,5661894.0,827064.0,1756966.0,15356039.0,5248263.0,2531130.0,672561.0,5924749.0,79359777.0,85781846.0,6432800.0,10884386.0,834145.0,9478008.0,69856278.0,11170905.0,3194154.0,1226426.0,-0.07982884,-1.84339455,,169950.0,5015.0,70.0,1560.0,32.0,1480.0,0.0,276000.0,7679.0,0.5312,43.35655721966206,58.97432917611489,42003.0,35423.0,688600.0,39498008268.0,5681756592.0,326289108.0,1103.0,57360.0,41.8,31.2,135.9
