".Ogle County, Illinois","22,640","22,724"
".Peoria County, Illinois","83,750","83,631"
".Perry County, Illinois","9,591","9,675"
".Piatt County, Illinois","7,389","7,450"
".Pike County, Illinois","7,981","8,002"
".Pope County, Illinois","2,499","2,502"
".Pulaski County, Illinois","3,158","3,178"
".Putnam County, Illinois","3,141","3,175"
".Randolph County, Illinois","13,933","13,971"
".Richland County, Illinois","7,528","7,519"
".Rock Island County, Illinois","66,181","66,171"
".St. Clair County, Illinois","119,887","121,079"
".Saline County, Illinois","11,714","11,706"
".Sangamon County, Illinois","91,446","92,278"
".Schuyler County, Illinois","3,454","3,446"
".Scott County, Illinois","2,456","2,451"
".Shelby County, Illinois","10,588","10,639"
".Stark County, Illinois","2,658","2,655"
".Stephenson County, Illinois","21,956","21,879"
".Tazewell County, Illinois","58,845","58,958"
".Union County, Illinois","7,992","8,010"
".Vermilion County, Illinois","36,091","36,100"
".Wabash County, Illinois","5,567","5,572"
".Warren County, Illinois","7,696","7,677"
".Washington County, Illinois","6,640","6,682"
".Wayne County, Illinois","7,993","8,009"
".White County, Illinois","7,176","7,164"
".Whiteside County, Illinois","25,830","25,809"
".Will County, Illinois","242,365","246,655"
".Williamson County, Illinois","31,184","31,570"
".Winnebago County, Illinois","125,694","125,708"
".Woodford County, Illinois","15,529","15,653"
".Adams County, Indiana","13,257","13,403"
".Allen County, Indiana","156,821","160,687"
".Bartholomew County, Indiana","34,105","34,687"
".Benton County, Indiana","3,918","3,939"
".Blackford County, Indiana","6,021","6,007"
".Boone County, Indiana","26,639","27,992"
".Brown County, Indiana","8,625","8,817"
".Carroll County, Indiana","9,575","9,705"
".Cass County, Indiana","16,370","16,340"
".Clark County, Indiana","50,004","51,683"
".Clay County, Indiana","11,777","11,767"
".Clinton County, Indiana","13,310","13,423"
".Crawford County, Indiana","5,543","5,569"
".Daviess County, Indiana","12,545","12,565"
".Dearborn County, Indiana","20,389","20,679"
".Decatur County, Indiana","11,359","11,477"
".DeKalb County, Indiana","17,897","18,273"
".Delaware County, Indiana","52,685","52,713"
".Dubois County, Indiana","17,815","17,994"
".Elkhart County, Indiana","78,713","79,756"
".Fayette County, Indiana","10,832","10,810"
".Floyd County, Indiana","32,612","33,159"
".Fountain County, Indiana","7,854","7,995"
".Franklin County, Indiana","9,711","9,878"
".Fulton County, Indiana","9,723","9,742"
".Gibson County, Indiana","15,076","15,483"
".Grant County, Indiana","30,474","30,527"
".Greene County, Indiana","15,255","15,306"
".Hamilton County, Indiana","124,083","132,345"
".Hancock County, Indiana","29,645","31,171"
".Harrison County, Indiana","16,954","17,298"
".Hendricks County, Indiana","60,505","63,952"
".Henry County, Indiana","21,205","21,250"
".Howard County, Indiana","39,260","39,847"
".Huntington County, Indiana","16,009","16,168"
".Jackson County, Indiana","18,966","19,471"
".Jasper County, Indiana","13,493","13,713"
".Jay County, Indiana","9,242","9,258"
".Jefferson County, Indiana","14,443","14,535"
".Jennings County, Indiana","12,265","12,410"
".Johnson County, Indiana","60,082","62,521"
".Knox County, Indiana","17,096","17,169"
".Kosciusko County, Indiana","38,256","39,085"
".LaGrange County, Indiana","14,668","15,045"
".Lake County, Indiana","211,992","214,685"
".LaPorte County, Indiana","49,101","49,315"
".Lawrence County, Indiana","21,133","21,176"
".Madison County, Indiana","59,036","59,164"
".Marion County, Indiana","421,944","426,024"
".Marshall County, Indiana","20,173","20,398"
".Martin County, Indiana","4,808","4,828"
".Miami County, Indiana","15,402","15,415"
".Monroe County, Indiana","61,134","62,390"
".Montgomery County, Indiana","16,624","16,727"
".Morgan County, Indiana","28,266","28,650"
".Newton County, Indiana","6,071","6,098"
".Noble County, Indiana","20,444","20,767"
".Ohio County, Indiana","2,822","2,882"
".Orange County, Indiana","9,213","9,241"
".Owen County, Indiana","10,138","10,293"
".Parke County, Indiana","8,185","8,297"
".Perry County, Indiana","8,683","8,749"
".Pike County, Indiana","5,767","5,805"
".Porter County, Indiana","68,160","69,853"
".Posey County, Indiana","11,471","11,580"
".Pulaski County, Indiana","6,098","6,127"
".Putnam County, Indiana","15,005","15,280"
".Randolph County, Indiana","11,694","11,693"
".Ripley County, Indiana","12,284","12,513"
".Rush County, Indiana","7,495","7,501"
".St. Joseph County, Indiana","116,340","117,522"
".Scott County, Indiana","10,602","10,704"
".Shelby County, Indiana","19,235","19,500"
".Spencer County, Indiana","9,056","9,182"
".Starke County, Indiana","11,111","11,222"
".Steuben County, Indiana","19,849","20,270"
".Sullivan County, Indiana","8,940","8,990"
".Switzerland County, Indiana","5,276","5,463"
".Tippecanoe County, Indiana","75,407","78,324"
".Tipton County, Indiana","7,006","7,028"
".Union County, Indiana","3,247","3,270"
".Vanderburgh County, Indiana","84,018","84,629"
".Vermillion County, Indiana","7,507","7,498"
".Vigo County, Indiana","46,999","47,535"
".Wabash County, Indiana","14,159","14,181"
".Warren County, Indiana","3,725","3,779"
".Warrick County, Indiana","25,514","26,632"
".Washington County, Indiana","12,350","12,513"
".Wayne County, Indiana","31,332","31,523"
".Wells County, Indiana","11,822","11,969"
".White County, Indiana","13,088","13,192"
".Whitley County, Indiana","14,645","15,041"
".Adair County, Iowa","3,715","3,718"
".Adams County, Iowa","2,012","2,012"
".Allamakee County, Iowa","7,771","7,857"
".Appanoose County, Iowa","6,597","6,646"
".Audubon County, Iowa","3,018","3,012"
".Benton County, Iowa","11,133","11,189"
".Black Hawk County, Iowa","57,522","58,457"
".Boone County, Iowa","11,896","12,074"
".Bremer County, Iowa","10,308","10,590"
".Buchanan County, Iowa","9,066","9,125"
".Buena Vista County, Iowa","8,303","8,295"
".Butler County, Iowa","6,776","6,818"
".Calhoun County, Iowa","5,119","5,147"
".Carroll County, Iowa","9,468","9,564"
".Cass County, Iowa","6,585","6,574"
".Cedar County, Iowa","8,179","8,271"
".Cerro Gordo County, Iowa","22,368","22,369"
".Cherokee County, Iowa","5,770","5,775"
".Chickasaw County, Iowa","5,688","5,697"
".Clarke County, Iowa","4,196","4,414"
".Clay County, Iowa","8,196","8,295"
".Clayton County, Iowa","9,093","9,164"
".Clinton County, Iowa","21,946","22,226"
".Crawford County, Iowa","7,064","7,068"
".Dallas County, Iowa","34,961","38,984"
".Davis County, Iowa","3,601","3,598"
".Decatur County, Iowa","3,858","3,851"
".Delaware County, Iowa","8,073","8,103"
".Des Moines County, Iowa","18,590","18,615"
".Dickinson County, Iowa","13,547","14,283"
".Dubuque County, Iowa","41,028","41,760"
".Emmet County, Iowa","4,824","4,824"
".Fayette County, Iowa","9,567","9,598"
".Floyd County, Iowa","7,579","7,588"
".Franklin County, Iowa","4,857","4,843"
".Fremont County, Iowa","3,452","3,436"
".Greene County, Iowa","4,545","4,542"
".Grundy County, Iowa","5,583","5,587"
".Guthrie County, Iowa","5,780","5,828"
".Hamilton County, Iowa","7,188","7,225"
".Hancock County, Iowa","5,333","5,347"
".Hardin County, Iowa","8,189","8,168"
".Harrison County, Iowa","6,799","6,875"
".Henry County, Iowa","8,334","8,459"
".Howard County, Iowa","4,372","4,369"
".Humboldt County, Iowa","4,738","4,748"
".Ida County, Iowa","3,442","3,449"
".Iowa County, Iowa","7,328","7,358"
".Jackson County, Iowa","9,535","9,613"
".Jasper County, Iowa","16,247","16,391"
".Jefferson County, Iowa","7,610","7,717"
".Johnson County, Iowa","62,038","66,257"
".Jones County, Iowa","8,970","8,998"
".Keokuk County, Iowa","4,887","4,868"
".Kossuth County, Iowa","7,535","7,516"
".Lee County, Iowa","16,218","16,235"
".Linn County, Iowa","96,562","98,821"
".Louisa County, Iowa","5,047","5,060"
".Lucas County, Iowa","4,218","4,204"
".Lyon County, Iowa","5,016","5,110"
".Madison County, Iowa","6,901","7,198"
".Mahaska County, Iowa","9,862","9,898"
".Marion County, Iowa","14,167","14,374"
".Marshall County, Iowa","16,749","16,888"
".Mills County, Iowa","6,128","6,060"
".Mitchell County, Iowa","4,954","5,006"
".Monona County, Iowa","4,727","4,723"
".Monroe County, Iowa","4,003","4,025"
".Montgomery County, Iowa","5,235","5,230"
".Muscatine County, Iowa","18,107","18,199"
".O'Brien County, Iowa","6,669","6,702"
".Osceola County, Iowa","2,969","2,956"
".Page County, Iowa","7,207","7,187"
".Palo Alto County, Iowa","4,610","4,597"
".Plymouth County, Iowa","10,770","10,989"
".Pocahontas County, Iowa","3,767","3,746"
".Polk County, Iowa","196,568","207,878"
".Pottawattamie County, Iowa","39,848","40,101"
".Poweshiek County, Iowa","9,113","9,164"
".Ringgold County, Iowa","2,617","2,614"
".Sac County, Iowa","5,399","5,400"
".Scott County, Iowa","73,823","74,929"
".Shelby County, Iowa","5,581","5,591"
".Sioux County, Iowa","12,812","13,141"
".Story County, Iowa","39,252","41,317"
".Tama County, Iowa","7,780","7,784"
".Taylor County, Iowa","3,106","3,109"
".Union County, Iowa","5,934","5,946"
".Van Buren County, Iowa","3,654","3,651"
".Wapello County, Iowa","16,064","16,092"
".Warren County, Iowa","19,625","20,666"
".Washington County, Iowa","9,696","9,830"
".Wayne County, Iowa","3,200","3,191"
".Webster County, Iowa","17,041","17,053"
".Winnebago County, Iowa","5,187","5,198"
".Winneshiek County, Iowa","8,930","9,057"
".Woodbury County, Iowa","42,124","42,518"
".Worth County, Iowa","3,524","3,514"
".Wright County, Iowa","6,510","6,519"
".Allen County, Kansas","6,325","6,342"
".Anderson County, Kansas","3,742","3,755"
".Atchison County, Kansas","6,961","6,947"
".Barber County, Kansas","2,748","2,735"
".Barton County, Kansas","12,709","12,754"
".Bourbon County, Kansas","7,125","7,108"
".Brown County, Kansas","4,749","4,733"
".Butler County, Kansas","26,773","27,221"
".Chase County, Kansas","1,495","1,491"
".Chautauqua County, Kansas","2,142","2,137"
".Cherokee County, Kansas","9,881","9,891"
".Cheyenne County, Kansas","1,504","1,500"
".Clark County, Kansas","1,133","1,132"
".Clay County, Kansas","4,080","4,128"
".Cloud County, Kansas","4,620","4,593"
".Coffey County, Kansas","4,077","4,148"
".Comanche County, Kansas","1,034","1,028"
".Cowley County, Kansas","16,177","16,209"
".Crawford County, Kansas","18,111","18,245"
".Decatur County, Kansas","1,804","1,795"
".Dickinson County, Kansas","9,184","9,197"
".Doniphan County, Kansas","3,575","3,578"
".Douglas County, Kansas","49,469","51,778"
".Edwards County, Kansas","1,625","1,619"
".Elk County, Kansas","1,757","1,755"
".Ellis County, Kansas","13,201","13,326"
".Ellsworth County, Kansas","3,227","3,223"
".Finney County, Kansas","13,548","13,634"
".Ford County, Kansas","12,253","12,325"
".Franklin County, Kansas","11,224","11,327"
".Geary County, Kansas","15,353","15,346"
".Gove County, Kansas","1,429","1,492"
".Graham County, Kansas","1,486","1,481"
".Grant County, Kansas","2,959","2,969"
".Gray County, Kansas","2,435","2,449"
".Greeley County, Kansas",638,637
".Greenwood County, Kansas","4,043","4,032"
".Hamilton County, Kansas","1,229","1,227"
".Harper County, Kansas","3,174","3,160"
".Harvey County, Kansas","14,721","14,872"
".Haskell County, Kansas","1,685","1,687"
".Hodgeman County, Kansas",969,970
".Jackson County, Kansas","5,856","5,900"
".Jefferson County, Kansas","8,329","8,477"
".Jewell County, Kansas","2,021","2,015"
".Johnson County, Kansas","238,465","248,495"
".Kearny County, Kansas","1,567","1,568"
".Kingman County, Kansas","3,851","3,861"
".Kiowa County, Kansas","1,237","1,239"
".Labette County, Kansas","10,064","10,032"
".Lane County, Kansas",981,975
".Leavenworth County, Kansas","29,511","30,242"
".Lincoln County, Kansas","1,852","1,845"
".Linn County, Kansas","5,568","5,694"
".Logan County, Kansas","1,450","1,445"
".Lyon County, Kansas","15,311","15,409"
".McPherson County, Kansas","13,174","13,418"
".Marion County, Kansas","5,995","6,008"
".Marshall County, Kansas","4,921","4,920"
".Meade County, Kansas","2,001","2,000"
".Miami County, Kansas","13,537","14,034"
".Mitchell County, Kansas","3,299","3,304"
".Montgomery County, Kansas","16,493","16,440"
".Morris County, Kansas","3,209","3,213"
".Morton County, Kansas","1,459","1,455"
".Nemaha County, Kansas","4,597","4,613"
".Neosho County, Kansas","7,750","7,732"
".Ness County, Kansas","1,731","1,726"
".Norton County, Kansas","2,549","2,548"
".Osage County, Kansas","7,566","7,648"
".Osborne County, Kansas","2,186","2,176"
".Ottawa County, Kansas","2,781","2,790"
".Pawnee County, Kansas","3,159","3,146"
".Phillips County, Kansas","3,094","3,086"
".Pottawatomie County, Kansas","9,489","9,973"
".Pratt County, Kansas","4,489","4,468"
".Rawlins County, Kansas","1,458","1,460"
".Reno County, Kansas","28,520","28,532"
".Republic County, Kansas","2,889","2,875"
".Rice County, Kansas","4,592","4,600"
".Riley County, Kansas","30,455","31,409"
".Rooks County, Kansas","2,757","2,745"
".Rush County, Kansas","1,853","1,842"
".Russell County, Kansas","3,875","3,893"
".Saline County, Kansas","24,369","24,425"
".Scott County, Kansas","2,213","2,233"
".Sedgwick County, Kansas","217,422","222,269"
".Seward County, Kansas","8,212","8,275"
".Shawnee County, Kansas","79,915","80,227"
".Sheridan County, Kansas","1,257","1,252"
".Sherman County, Kansas","3,127","3,116"
".Smith County, Kansas","2,244","2,232"
".Stafford County, Kansas","2,335","2,352"
".Stanton County, Kansas",995,996
".Stevens County, Kansas","2,329","2,331"
".Sumner County, Kansas","10,968","11,026"
".Thomas County, Kansas","3,605","3,614"
".Trego County, Kansas","1,669","1,662"
".Wabaunsee County, Kansas","3,291","3,320"
".Wallace County, Kansas",776,773
".Washington County, Kansas","2,945","2,933"
".Wichita County, Kansas","1,054","1,051"
".Wilson County, Kansas","4,671","4,664"
".Woodson County, Kansas","2,016","2,026"
".Wyandotte County, Kansas","67,956","68,397"
".Adair County, Kentucky","8,586","8,632"
".Allen County, Kentucky","9,441","9,526"
".Anderson County, Kentucky","9,346","9,539"
".Ballard County, Kentucky","3,908","3,924"
".Barren County, Kentucky","19,606","19,928"
".Bath County, Kentucky","5,487","5,539"
".Bell County, Kentucky","13,209","13,272"
".Boone County, Kentucky","48,856","50,589"
".Bourbon County, Kentucky","9,031","9,103"
".Boyd County, Kentucky","21,679","21,628"
".Boyle County, Kentucky","12,491","12,523"
".Bracken County, Kentucky","3,864","3,882"
".Breathitt County, Kentucky","6,335","6,399"
".Breckinridge County, Kentucky","10,783","10,864"
".Bullitt County, Kentucky","31,061","32,263"
".Butler County, Kentucky","5,944","5,984"
".Caldwell County, Kentucky","6,293","6,287"
".Calloway County, Kentucky","18,727","19,000"
".Campbell County, Kentucky","40,026","40,857"
".Carlisle County, Kentucky","2,463","2,478"
".Carroll County, Kentucky","4,719","4,738"
".Carter County, Kentucky","12,457","12,563"
".Casey County, Kentucky","7,509","7,560"
".Christian County, Kentucky","29,834","29,987"
".Clark County, Kentucky","15,794","16,018"
".Clay County, Kentucky","9,010","9,092"
".Clinton County, Kentucky","5,321","5,331"
".Crittenden County, Kentucky","4,578","4,587"
".Cumberland County, Kentucky","3,665","3,671"
".Daviess County, Kentucky","42,893","43,481"
".Edmonson County, Kentucky","6,554","6,604"
".Elliott County, Kentucky","3,434","3,473"
".Estill County, Kentucky","6,920","6,949"
".Fayette County, Kentucky","140,567","144,094"
".Fleming County, Kentucky","6,692","6,733"
".Floyd County, Kentucky","18,446","18,623"
".Franklin County, Kentucky","23,213","23,307"
".Fulton County, Kentucky","3,347","3,329"
".Gallatin County, Kentucky","3,902","3,961"
".Garrard County, Kentucky","7,484","7,501"
".Grant County, Kentucky","10,161","10,318"
".Graves County, Kentucky","16,852","16,893"
".Grayson County, Kentucky","13,630","13,739"
".Green County, Kentucky","5,306","5,318"
".Greenup County, Kentucky","16,329","16,309"
".Hancock County, Kentucky","3,742","3,753"
".Hardin County, Kentucky","46,317","47,248"
".Harlan County, Kentucky","13,563","13,606"
".Harrison County, Kentucky","8,264","8,362"
".Hart County, Kentucky","8,965","9,298"
".Henderson County, Kentucky","20,567","20,556"
".Henry County, Kentucky","6,746","6,827"
".Hickman County, Kentucky","2,353","2,360"
".Hopkins County, Kentucky","21,406","21,505"
".Jackson County, Kentucky","6,598","6,643"
".Jefferson County, Kentucky","342,938","349,321"
".Jessamine County, Kentucky","20,254","20,797"
".Johnson County, Kentucky","10,593","10,666"
".Kenton County, Kentucky","69,532","69,894"
".Knott County, Kentucky","7,604","7,687"
".Knox County, Kentucky","14,699","14,824"
".Larue County, Kentucky","6,360","6,437"
".Laurel County, Kentucky","25,782","26,007"
".Lawrence County, Kentucky","7,404","7,485"
".Lee County, Kentucky","3,471","3,494"
".Leslie County, Kentucky","5,372","5,429"
".Letcher County, Kentucky","11,731","11,802"
".Lewis County, Kentucky","6,553","6,595"
".Lincoln County, Kentucky","10,977","11,094"
".Livingston County, Kentucky","4,862","4,889"
".Logan County, Kentucky","12,362","12,357"
".Lyon County, Kentucky","4,867","4,928"
".McCracken County, Kentucky","31,999","32,300"
".McCreary County, Kentucky","7,518","7,534"
".McLean County, Kentucky","4,285","4,298"
".Madison County, Kentucky","36,394","37,294"
".Magoffin County, Kentucky","6,044","6,134"
".Marion County, Kentucky","8,274","8,372"
".Marshall County, Kentucky","16,101","16,306"
".Martin County, Kentucky","5,265","5,329"
".Mason County, Kentucky","8,146","8,159"
".Meade County, Kentucky","12,378","12,599"
".Menifee County, Kentucky","3,777","3,807"
".Mercer County, Kentucky","10,135","10,201"
".Metcalfe County, Kentucky","4,727","4,753"
".Monroe County, Kentucky","5,246","5,272"
".Montgomery County, Kentucky","11,927","12,188"
".Morgan County, Kentucky","5,931","6,043"
".Muhlenberg County, Kentucky","13,774","13,841"
".Nelson County, Kentucky","18,878","19,379"
".Nicholas County, Kentucky","3,282","3,298"
".Ohio County, Kentucky","10,360","10,460"
".Oldham County, Kentucky","21,693","22,491"
".Owen County, Kentucky","5,716","5,765"
".Owsley County, Kentucky","2,349","2,364"
".Pendleton County, Kentucky","6,358","6,386"
".Perry County, Kentucky","12,971","13,066"
".Pike County, Kentucky","30,845","31,150"
".Powell County, Kentucky","5,672","5,711"
".Pulaski County, Kentucky","31,450","31,529"
".Robertson County, Kentucky","1,102","1,107"
".Rockcastle County, Kentucky","7,825","7,901"
".Rowan County, Kentucky","10,291","10,411"
".Russell County, Kentucky","10,076","10,203"
".Scott County, Kentucky","21,279","23,110"
".Shelby County, Kentucky","17,437","18,448"
".Simpson County, Kentucky","7,645","8,033"
".Spencer County, Kentucky","7,133","7,521"
".Taylor County, Kentucky","11,010","10,998"
".Todd County, Kentucky","5,337","5,370"
".Trigg County, Kentucky","7,914","7,977"
".Trimble County, Kentucky","3,983","4,017"
".Union County, Kentucky","6,245","6,249"
".Warren County, Kentucky","51,451","55,942"
".Washington County, Kentucky","5,165","5,228"
".Wayne County, Kentucky","10,953","10,971"
".Webster County, Kentucky","5,959","5,983"
".Whitley County, Kentucky","15,413","15,530"
".Wolfe County, Kentucky","3,718","3,754"
".Woodford County, Kentucky","11,067","11,316"
".Acadia Parish, Louisiana","26,289","26,657"
".Allen Parish, Louisiana","9,886","10,052"
".Ascension Parish, Louisiana","46,313","49,462"
".Assumption Parish, Louisiana","10,715","10,939"
".Avoyelles Parish, Louisiana","18,435","18,690"
".Beauregard Parish, Louisiana","15,542","16,223"
".Bienville Parish, Louisiana","7,848","7,945"
".Bossier Parish, Louisiana","56,171","58,307"
".Caddo Parish, Louisiana","113,062","113,577"
".Calcasieu Parish, Louisiana","88,320","93,183"
".Caldwell Parish, Louisiana","5,152","5,288"
".Cameron Parish, Louisiana","4,027","4,277"
".Catahoula Parish, Louisiana","4,973","5,043"
".Claiborne Parish, Louisiana","7,845","7,910"
".Concordia Parish, Louisiana","9,554","9,686"
".De Soto Parish, Louisiana","12,814","13,400"
".East Baton Rouge Parish, Louisiana","193,303","196,145"
".East Carroll Parish, Louisiana","2,899","2,896"
".East Feliciana Parish, Louisiana","8,392","8,645"
".Evangeline Parish, Louisiana","14,987","15,145"
".Franklin Parish, Louisiana","9,265","9,403"
".Grant Parish, Louisiana","9,244","9,487"
".Iberia Parish, Louisiana","30,413","30,819"
".Iberville Parish, Louisiana","13,259","13,637"
".Jackson Parish, Louisiana","7,836","7,957"
".Jefferson Parish, Louisiana","188,366","188,656"
".Jefferson Davis Parish, Louisiana","13,802","14,156"
".Lafayette Parish, Louisiana","101,377","105,058"
".Lafourche Parish, Louisiana","40,630","41,920"
".LaSalle Parish, Louisiana","6,667","6,764"
".Lincoln Parish, Louisiana","20,036","20,576"
".Livingston Parish, Louisiana","55,729","58,646"
".Madison Parish, Louisiana","5,026","5,237"
".Morehouse Parish, Louisiana","12,612","12,736"
".Natchitoches Parish, Louisiana","19,013","19,341"
".Orleans Parish, Louisiana","191,744","192,237"
".Ouachita Parish, Louisiana","67,694","69,471"
".Plaquemines Parish, Louisiana","10,064","10,342"
".Pointe Coupee Parish, Louisiana","11,499","11,730"
".Rapides Parish, Louisiana","57,774","58,721"
".Red River Parish, Louisiana","4,198","4,247"
".Richland Parish, Louisiana","8,947","9,068"
".Sabine Parish, Louisiana","14,887","15,332"
".St. Bernard Parish, Louisiana","16,918","17,268"
".St. Charles Parish, Louisiana","20,546","21,000"
".St. Helena Parish, Louisiana","5,261","5,418"
".St. James Parish, Louisiana","8,841","9,036"
".St. John the Baptist Parish, Louisiana","17,719","17,879"
".St. Landry Parish, Louisiana","36,696","37,241"
".St. Martin Parish, Louisiana","23,100","23,821"
".St. Mary Parish, Louisiana","23,426","23,598"
".St. Tammany Parish, Louisiana","101,449","105,699"
".Tangipahoa Parish, Louisiana","54,222","57,547"
".Tensas Parish, Louisiana","3,406","3,455"
".Terrebonne Parish, Louisiana","45,210","45,766"
".Union Parish, Louisiana","11,689","12,027"
".Vermilion Parish, Louisiana","26,361","26,935"
".Vernon Parish, Louisiana","22,077","22,385"
".Washington Parish, Louisiana","21,618","21,962"
".Webster Parish, Louisiana","19,580","19,884"
".West Baton Rouge Parish, Louisiana","10,613","11,752"
".West Carroll Parish, Louisiana","5,141","5,204"
".West Feliciana Parish, Louisiana","5,389","5,547"
".Winn Parish, Louisiana","7,292","7,342"
".Androscoggin County, Maine","49,661","50,310"
".Aroostook County, Maine","39,877","40,048"
".Cumberland County, Maine","143,137","147,039"
".Franklin County, Maine","22,095","22,386"
".Hancock County, Maine","41,055","41,683"
".Kennebec County, Maine","62,493","63,231"
".Knox County, Maine","24,295","24,579"
".Lincoln County, Maine","23,895","24,162"
".Oxford County, Maine","36,805","37,274"
".Penobscot County, Maine","75,593","76,352"
".Piscataquis County, Maine","15,467","15,529"
".Sagadahoc County, Maine","18,714","19,054"
".Somerset County, Maine","30,815","31,028"
".Waldo County, Maine","22,283","22,758"
".Washington County, Maine","23,303","23,426"
".York County, Maine","109,274","112,080"
".Allegany County, Maryland","32,970","32,737"
".Anne Arundel County, Maryland","222,603","227,936"
".Baltimore County, Maryland","336,496","338,291"
".Calvert County, Maryland","35,006","35,514"
".Caroline County, Maryland","13,550","13,660"
".Carroll County, Maryland","63,412","63,974"
".Cecil County, Maryland","42,617","42,745"
".Charles County, Maryland","59,876","61,838"
".Dorchester County, Maryland","16,700","16,765"
".Frederick County, Maryland","95,644","100,803"
".Garrett County, Maryland","19,345","19,458"
".Harford County, Maryland","99,562","101,600"
".Howard County, Maryland","117,826","122,593"
".Kent County, Maryland","10,675","10,689"
".Montgomery County, Maryland","388,165","391,006"
".Prince George's County, Maryland","331,456","335,752"
".Queen Anne's County, Maryland","21,027","21,539"
".St. Mary's County, Maryland","44,244","46,807"
".Somerset County, Maryland","11,459","11,476"
".Talbot County, Maryland","20,202","20,294"
".Washington County, Maryland","61,416","61,767"
".Wicomico County, Maryland","42,287","42,531"
".Worcester County, Maryland","56,130","56,652"
".Baltimore city, Maryland","294,748","293,889"
".Barnstable County, Massachusetts","162,978","164,674"
".Berkshire County, Massachusetts","68,971","69,212"
".Bristol County, Massachusetts","234,157","236,915"
".Dukes County, Massachusetts","17,782","18,146"
".Essex County, Massachusetts","312,099","314,723"
".Franklin County, Massachusetts","34,076","34,207"
".Hampden County, Massachusetts","193,344","193,890"
".Hampshire County, Massachusetts","63,592","64,383"
".Middlesex County, Massachusetts","632,188","645,291"
".Nantucket County, Massachusetts","12,154","12,675"
".Norfolk County, Massachusetts","276,965","281,778"
".Plymouth County, Massachusetts","205,703","209,542"
".Suffolk County, Massachusetts","333,506","345,414"
".Worcester County, Massachusetts","333,625","337,882"
".Alcona County, Michigan","11,150","11,241"
".Alger County, Michigan","6,666","6,718"
".Allegan County, Michigan","50,758","51,987"
".Alpena County, Michigan","16,033","16,076"
".Antrim County, Michigan","18,003","18,193"
".Arenac County, Michigan","9,844","9,885"
".Baraga County, Michigan","5,296","5,306"
".Barry County, Michigan","27,417","27,975"
".Bay County, Michigan","48,296","48,366"
".Benzie County, Michigan","12,443","12,649"
".Berrien County, Michigan","77,280","77,891"
".Branch County, Michigan","20,790","21,023"
".Calhoun County, Michigan","60,890","60,906"
".Cass County, Michigan","26,196","26,520"
".Charlevoix County, Michigan","17,596","17,853"
".Cheboygan County, Michigan","18,452","18,651"
".Chippewa County, Michigan","21,405","21,518"
".Clare County, Michigan","23,325","23,458"
".Clinton County, Michigan","31,531","32,155"
".Crawford County, Michigan","11,194","11,258"
".Delta County, Michigan","20,352","20,429"
".Dickinson County, Michigan","14,075","14,134"
".Eaton County, Michigan","47,381","47,801"
".Emmet County, Michigan","21,555","21,864"
".Genesee County, Michigan","191,982","192,902"
".Gladwin County, Michigan","17,878","17,984"
".Gogebic County, Michigan","10,787","10,788"
".Grand Traverse County, Michigan","43,311","45,119"
".Gratiot County, Michigan","16,303","16,370"
".Hillsdale County, Michigan","21,883","22,122"
".Houghton County, Michigan","18,728","18,946"
".Huron County, Michigan","21,278","21,332"
".Ingham County, Michigan","123,060","124,349"
".Ionia County, Michigan","24,857","25,172"
".Iosco County, Michigan","20,513","20,573"
".Iron County, Michigan","9,318","9,344"
".Isabella County, Michigan","29,081","29,308"
".Jackson County, Michigan","69,462","69,807"
".Kalamazoo County, Michigan","111,511","113,089"
".Kalkaska County, Michigan","12,307","12,469"
".Kent County, Michigan","252,437","259,375"
".Keweenaw County, Michigan","2,494","2,514"
".Lake County, Michigan","15,255","15,508"
".Lapeer County, Michigan","36,540","36,971"
".Leelanau County, Michigan","15,481","15,917"
".Lenawee County, Michigan","43,743","43,969"
".Livingston County, Michigan","75,617","77,728"
".Luce County, Michigan","4,372","4,385"
".Mackinac County, Michigan","11,109","11,295"
".Macomb County, Michigan","364,247","369,479"
".Manistee County, Michigan","15,792","15,910"
".Marquette County, Michigan","34,783","34,974"
".Mason County, Michigan","17,441","17,730"
".Mecosta County, Michigan","21,396","21,901"
".Menominee County, Michigan","14,288","14,369"
".Midland County, Michigan","36,795","37,211"
".Missaukee County, Michigan","9,196","9,294"
".Monroe County, Michigan","63,854","65,258"
".Montcalm County, Michigan","28,458","28,872"
".Montmorency County, Michigan","9,599","9,631"
".Muskegon County, Michigan","73,930","74,487"
".Newaygo County, Michigan","25,370","25,806"
".Oakland County, Michigan","536,957","544,669"
".Oceana County, Michigan","16,122","16,300"
".Ogemaw County, Michigan","16,169","16,252"
".Ontonagon County, Michigan","5,684","5,703"
".Osceola County, Michigan","13,729","13,853"
".Oscoda County, Michigan","9,181","9,282"
".Otsego County, Michigan","14,873","14,928"
".Ottawa County, Michigan","107,484","111,978"
".Presque Isle County, Michigan","10,452","10,496"
".Roscommon County, Michigan","24,514","24,611"
".Saginaw County, Michigan","87,409","88,036"
".St. Clair County, Michigan","71,985","72,584"
".St. Joseph County, Michigan","27,880","28,058"
".Sanilac County, Michigan","23,020","23,155"
".Schoolcraft County, Michigan","6,381","6,401"
".Shiawassee County, Michigan","30,203","30,269"
".Tuscola County, Michigan","24,432","24,525"
".Van Buren County, Michigan","37,124","37,554"
".Washtenaw County, Michigan","150,462","152,262"
".Wayne County, Michigan","814,531","815,510"
